;nombre;sexo;cuenta
31729;Abbigayle;F;87
31730;Ananya;F;87
31731;Andie;F;87
31732;Dayanna;F;87
31733;Gracen;F;87
31734;Hayli;F;87
31735;Italia;F;87
31736;Kamya;F;87
31737;Kirstyn;F;87
31738;Margo;F;87
31739;Maycee;F;87
62030;Anamaria;F;87
62031;Babygirl;F;87
62032;Cecily;F;87
62033;Flora;F;87
62034;Jennyfer;F;87
62035;Jules;F;87
62036;Kyana;F;87
62037;Laurie;F;87
62038;Luciana;F;87
62039;Maliah;F;87
62040;Marah;F;87
62041;Portia;F;87
62042;Riana;F;87
62043;Rochel;F;87
62044;Sunny;F;87
92635;Christin;F;87
92636;Ileana;F;87
92637;Kaleah;F;87
92638;Kaylene;F;87
92639;Kerrigan;F;87
92640;Lindy;F;87
92641;Lora;F;87
92642;Lorelai;F;87
92643;Marta;F;87
92644;Micayla;F;87
92645;Michell;F;87
92646;Remi;F;87
92647;Salena;F;87
92648;Zoee;F;87
123852;Amarie;F;87
123853;Angelita;F;87
123854;Anja;F;87
123855;Emme;F;87
123856;Francisca;F;87
123857;Hanah;F;87
123858;Jackelyn;F;87
123859;Jessika;F;87
123860;Jordynn;F;87
123861;Kristian;F;87
123862;Maycee;F;87
123863;Noah;F;87
123864;Siera;F;87
123865;Trinitee;F;87
155934;Alise;F;87
155935;Brylie;F;87
155936;Cady;F;87
155937;Dejah;F;87
155938;Grayce;F;87
155939;Harmoni;F;87
155940;Ida;F;87
155941;Imari;F;87
155942;Jael;F;87
155943;Jalia;F;87
155944;Kaylene;F;87
155945;Kilee;F;87
155946;Klarissa;F;87
155947;Marielle;F;87
155948;Ramona;F;87
155949;Sinai;F;87
155950;Yara;F;87
155951;Zoya;F;87
1951;Abbygail;F;86
1952;Breeana;F;86
1953;Briona;F;86
1954;Janya;F;86
1955;Jesica;F;86
1956;Kaycie;F;86
1957;Kyrsten;F;86
1958;Lani;F;86
1959;Makyla;F;86
1960;Michayla;F;86
1961;Monae;F;86
1962;Myesha;F;86
1963;Ria;F;86
1964;Saray;F;86
1965;Shaylin;F;86
1966;Tory;F;86
1967;Veronika;F;86
31740;Allana;F;86
31741;Anabella;F;86
31742;Ariah;F;86
31743;Azalea;F;86
31744;Corrina;F;86
31745;Evan;F;86
31746;Glenda;F;86
31747;Jakiya;F;86
31748;Katilyn;F;86
31749;Kelci;F;86
31750;Kyrsten;F;86
31751;Makaylah;F;86
31752;Makyla;F;86
31753;Nadya;F;86
31754;Nova;F;86
31755;Siobhan;F;86
31756;Zakiya;F;86
62045;Anahy;F;86
62046;Baleigh;F;86
62047;Bethanie;F;86
62048;Elora;F;86
62049;Hallee;F;86
62050;Jean;F;86
62051;Keasia;F;86
62052;Kyanna;F;86
62053;Lailah;F;86
62054;Samiyah;F;86
62055;Veronika;F;86
92649;Ariela;F;86
92650;Bobbi;F;86
92651;Cheyann;F;86
92652;Corrina;F;86
92653;Danasia;F;86
92654;Devorah;F;86
92655;Eboni;F;86
92656;Emi;F;86
92657;Gema;F;86
92658;Gisele;F;86
92659;Hilda;F;86
92660;Jakiya;F;86
92661;Jazzlyn;F;86
92662;Jenesis;F;86
92663;Kailani;F;86
92664;Khia;F;86
92665;Marielle;F;86
92666;Marla;F;86
92667;Patrice;F;86
92668;Samanta;F;86
92669;Sapphire;F;86
92670;Siera;F;86
123866;Austyn;F;86
123867;Bernice;F;86
123868;Callista;F;86
123869;Christen;F;86
123870;Danya;F;86
123871;Dymond;F;86
123872;Ester;F;86
123873;Kadyn;F;86
123874;Kamiya;F;86
123875;Kerry;F;86
123876;Laine;F;86
123877;Liz;F;86
123878;Nola;F;86
123879;Quincy;F;86
123880;Remi;F;86
123881;Sunshine;F;86
123882;Taylar;F;86
123883;Ysabella;F;86
155952;Amaiya;F;86
155953;Blake;F;86
155954;Chastity;F;86
155955;Christen;F;86
155956;Elexis;F;86
155957;Izabela;F;86
155958;Johnna;F;86
155959;Kalena;F;86
155960;Khushi;F;86
155961;Linsey;F;86
155962;Lyndsay;F;86
155963;Mahogany;F;86
155964;Nakia;F;86
155965;Nechama;F;86
155966;Rain;F;86
155967;Rosalia;F;86
155968;Sylvie;F;86
155969;Tamar;F;86
155970;Yaquelin;F;86
1968;Alise;F;85
1969;Alyvia;F;85
1970;Cambria;F;85
1971;Charis;F;85
1972;Denisha;F;85
1973;Evan;F;85
1974;Gracey;F;85
1975;Jamiya;F;85
1976;Joceline;F;85
1977;Porsha;F;85
1978;Rory;F;85
1979;Rosalyn;F;85
1980;Stacia;F;85
1981;Talya;F;85
1982;Torie;F;85
1983;Venus;F;85
31757;Alexzandria;F;85
31758;Alijah;F;85
31759;Bethanie;F;85
31760;Cami;F;85
31761;Christianna;F;85
31762;Gema;F;85
31763;Gisela;F;85
31764;Jenessa;F;85
31765;Karoline;F;85
31766;Marykate;F;85
31767;Merissa;F;85
31768;Nellie;F;85
31769;Shaye;F;85
31770;Shaylin;F;85
31771;Tyla;F;85
31772;Vivianna;F;85
31773;Zhane;F;85
62056;Ailyn;F;85
62057;Alisia;F;85
62058;Brynne;F;85
62059;Caley;F;85
62060;Chesney;F;85
62061;Christin;F;85
62062;Desteny;F;85
62063;Emmie;F;85
62064;Fayth;F;85
62065;Gema;F;85
62066;Kaelynn;F;85
62067;Kelcie;F;85
62068;Leslye;F;85
62069;Lindy;F;85
62070;Mekayla;F;85
62071;Traci;F;85
62072;Yael;F;85
92671;Ambria;F;85
92672;Anushka;F;85
92673;Colby;F;85
92674;Infant;F;85
92675;Karson;F;85
92676;Malinda;F;85
92677;Rosaura;F;85
92678;Sneha;F;85
92679;Taliah;F;85
123884;Abrielle;F;85
123885;Akasha;F;85
123886;Ellianna;F;85
123887;Hayle;F;85
123888;Jennah;F;85
123889;Kimberlee;F;85
123890;Kirra;F;85
123891;Latavia;F;85
123892;Makaylee;F;85
123893;Malaika;F;85
123894;Margo;F;85
123895;May;F;85
123896;Renae;F;85
123897;Samanta;F;85
123898;Santana;F;85
123899;Scout;F;85
155971;Alyna;F;85
155972;Ariyah;F;85
155973;Billie;F;85
155974;Briseis;F;85
155975;Chloee;F;85
155976;Christianna;F;85
155977;Danyelle;F;85
155978;Deana;F;85
155979;Deysi;F;85
155980;Ellis;F;85
155981;Emoni;F;85
155982;Janell;F;85
155983;Jaydah;F;85
155984;Keri;F;85
155985;Keyana;F;85
155986;Nakiya;F;85
155987;Santana;F;85
155988;Shantel;F;85
155989;Tahlia;F;85
155990;Tristyn;F;85
1984;Alix;F;84
1985;Aminah;F;84
1986;Baleigh;F;84
1987;Breauna;F;84
1988;Consuelo;F;84
1989;Emoni;F;84
1990;Evangelina;F;84
1991;Genna;F;84
1992;Jamaya;F;84
1993;Malaya;F;84
1994;Olyvia;F;84
1995;Zharia;F;84
31774;Catarina;F;84
31775;Chanelle;F;84
31776;Clarisa;F;84
31777;Divine;F;84
31778;Emili;F;84
31779;Faye;F;84
31780;Hilary;F;84
31781;Jalissa;F;84
31782;Jaquelyn;F;84
31783;Jeannie;F;84
31784;Julian;F;84
31785;Karisma;F;84
31786;Karsen;F;84
31787;Landry;F;84
31788;Millie;F;84
31789;Paityn;F;84
31790;Priyanka;F;84
31791;Rian;F;84
31792;Spencer;F;84
31793;Thais;F;84
31794;Xitlaly;F;84
62073;Abbi;F;84
62074;Alexander;F;84
62075;Anasia;F;84
62076;Ashli;F;84
62077;Dolores;F;84
62078;Elia;F;84
62079;Gisell;F;84
62080;Gitty;F;84
62081;Janai;F;84
62082;Lois;F;84
62083;Madelin;F;84
62084;Malika;F;84
62085;Manuela;F;84
62086;Myriam;F;84
62087;Nalani;F;84
62088;Venus;F;84
62089;Yaquelin;F;84
62090;Yara;F;84
92680;Alexie;F;84
92681;Bryce;F;84
92682;Chole;F;84
92683;Dena;F;84
92684;Ida;F;84
92685;Italia;F;84
92686;Jordin;F;84
92687;Kera;F;84
92688;Kim;F;84
92689;Latavia;F;84
92690;Maricruz;F;84
92691;Riana;F;84
92692;Trinitee;F;84
92693;Ysabella;F;84
92694;Zaida;F;84
123900;Angelika;F;84
123901;Clarisa;F;84
123902;Elicia;F;84
123903;Fatoumata;F;84
123904;Gitty;F;84
123905;Infant;F;84
123906;Jael;F;84
123907;Janai;F;84
123908;Jiselle;F;84
123909;Kaeli;F;84
123910;Keilani;F;84
123911;Keily;F;84
123912;Kiyah;F;84
123913;Leilah;F;84
123914;Lilyann;F;84
123915;Mariella;F;84
123916;Mayah;F;84
123917;Michell;F;84
123918;Nautica;F;84
123919;Shantel;F;84
123920;Zaida;F;84
123921;Zoya;F;84
155991;Adelynn;F;84
155992;Afton;F;84
155993;Anahy;F;84
155994;Anja;F;84
155995;Anushka;F;84
155996;Arianne;F;84
155997;Bernice;F;84
155998;Blessing;F;84
155999;Brooklynne;F;84
156000;Chassidy;F;84
156001;Cinthya;F;84
156002;Demetria;F;84
156003;Divine;F;84
156004;Italia;F;84
156005;Kerrigan;F;84
156006;Mai;F;84
156007;Mayte;F;84
156008;Mylee;F;84
156009;Nautica;F;84
156010;Nour;F;84
156011;Passion;F;84
156012;Remy;F;84
156013;Roxy;F;84
156014;Scout;F;84
156015;Shiloh;F;84
1996;Angelia;F;83
1997;Ariah;F;83
1998;Aundrea;F;83
1999;Brittni;F;83
2000;Cloey;F;83
2001;Faye;F;83
2002;Jadelyn;F;83
2003;Jaeda;F;83
2004;Luciana;F;83
2005;Madelynne;F;83
2006;Nechama;F;83
2007;Rikki;F;83
2008;Rilee;F;83
2009;Sayra;F;83
2010;Shanelle;F;83
2011;Sloane;F;83
2012;Tala;F;83
2013;Zaire;F;83
31795;Angelika;F;83
31796;Azariah;F;83
31797;Brigitte;F;83
31798;Jolee;F;83
31799;Kaileigh;F;83
31800;Kaylei;F;83
31801;Kerstin;F;83
31802;Kierstyn;F;83
31803;Leslye;F;83
31804;Lois;F;83
31805;Mykenzie;F;83
31806;Susie;F;83
31807;Tanner;F;83
31808;Tiera;F;83
62091;Allana;F;83
62092;Amyah;F;83
62093;Braelyn;F;83
62094;Emoni;F;83
62095;Emory;F;83
62096;Keaira;F;83
62097;Khalia;F;83
62098;Leigh;F;83
62099;Mildred;F;83
62100;Paityn;F;83
62101;Rheanna;F;83
62102;Sayra;F;83
62103;Shakayla;F;83
62104;Susie;F;83
62105;Tamiya;F;83
62106;Tatyanna;F;83
62107;Trina;F;83
92695;Aurelia;F;83
92696;Carrington;F;83
92697;Ellison;F;83
92698;Fatoumata;F;83
92699;Francis;F;83
92700;Jenelle;F;83
92701;Jiselle;F;83
92702;Kylea;F;83
92703;Leigh;F;83
92704;Meera;F;83
92705;Melodie;F;83
92706;Merissa;F;83
92707;Monae;F;83
92708;Nadya;F;83
92709;Sahara;F;83
92710;Saniah;F;83
92711;Tiarra;F;83
92712;Whitley;F;83
92713;Yaquelin;F;83
123922;Andria;F;83
123923;Ariela;F;83
123924;Asya;F;83
123925;Cooper;F;83
123926;Danasia;F;83
123927;Daniya;F;83
123928;Devan;F;83
123929;Gianni;F;83
123930;Gissell;F;83
123931;Kamiyah;F;83
123932;Kerri;F;83
123933;Kristiana;F;83
123934;Kylea;F;83
123935;Lyndsay;F;83
123936;Mirian;F;83
123937;Myia;F;83
123938;Naila;F;83
123939;Passion;F;83
123940;Stefani;F;83
123941;Taliah;F;83
156016;Briannah;F;83
156017;Caden;F;83
156018;Callista;F;83
156019;Daysha;F;83
156020;Giada;F;83
156021;Harmonie;F;83
156022;Jami;F;83
156023;Jayci;F;83
156024;Jazelle;F;83
156025;Joscelyn;F;83
156026;Kady;F;83
156027;Kailah;F;83
156028;Kyli;F;83
156029;Laysha;F;83
156030;Lillyanna;F;83
156031;Malayna;F;83
156032;Misha;F;83
156033;Naudia;F;83
156034;Nellie;F;83
156035;Skylynn;F;83
156036;Stacie;F;83
156037;Tamiya;F;83
2014;Araya;F;82
2015;Carlene;F;82
2016;Chyenne;F;82
2017;Dayanna;F;82
2018;Deirdre;F;82
2019;Dominque;F;82
2020;Elianna;F;82
2021;Emmy;F;82
2022;Hilda;F;82
2023;Honesty;F;82
2024;Jaslyn;F;82
2025;Jazzmin;F;82
2026;Jordon;F;82
2027;Kalea;F;82
2028;Karena;F;82
2029;Mykenzie;F;82
2030;Nydia;F;82
2031;Rheanna;F;82
2032;Shaye;F;82
31809;Ambar;F;82
31810;Avalon;F;82
31811;Becca;F;82
31812;Chandra;F;82
31813;Corinna;F;82
31814;Deonna;F;82
31815;Hayle;F;82
31816;Kaytlynn;F;82
31817;Keaira;F;82
31818;Mabel;F;82
31819;Magdalene;F;82
31820;Manuela;F;82
31821;Maricruz;F;82
31822;Michayla;F;82
31823;Myka;F;82
31824;Rebecka;F;82
31825;Tehya;F;82
62108;Ashaunti;F;82
62109;Ashlynne;F;82
62110;Brookelynn;F;82
62111;Charis;F;82
62112;Cheyann;F;82
62113;Devan;F;82
62114;Estela;F;82
62115;Hadassah;F;82
62116;Jianna;F;82
62117;Josey;F;82
62118;Liz;F;82
62119;Lucie;F;82
62120;Myia;F;82
62121;Pricila;F;82
62122;Shaylin;F;82
62123;Sherlyn;F;82
62124;Taliah;F;82
62125;Yanira;F;82
92714;Ashli;F;82
92715;Bernice;F;82
92716;Bridgett;F;82
92717;Cate;F;82
92718;Chanelle;F;82
92719;Cherokee;F;82
92720;Emmie;F;82
92721;Faye;F;82
92722;Jaimie;F;82
92723;Jamila;F;82
92724;Kyler;F;82
92725;Lynsey;F;82
92726;Madelaine;F;82
92727;Mykenzie;F;82
92728;Nicolle;F;82
92729;Ramona;F;82
92730;Salina;F;82
92731;Samarah;F;82
92732;Semaj;F;82
123942;Ailani;F;82
123943;Allysa;F;82
123944;Caden;F;82
123945;Catarina;F;82
123946;Cherokee;F;82
123947;Demetria;F;82
123948;Elliot;F;82
123949;Emili;F;82
123950;Estela;F;82
123951;Kera;F;82
123952;Madelin;F;82
123953;Marlie;F;82
123954;Micayla;F;82
123955;Mirella;F;82
123956;Mona;F;82
123957;Raine;F;82
123958;Shamiya;F;82
123959;Starla;F;82
123960;Zayra;F;82
156038;Akayla;F;82
156039;Ayva;F;82
156040;Brieanna;F;82
156041;Cayleigh;F;82
156042;Christie;F;82
156043;Eboni;F;82
156044;Haileigh;F;82
156045;Kristiana;F;82
156046;Maliah;F;82
156047;Naya;F;82
156048;Taina;F;82
156049;Tasha;F;82
156050;Whitley;F;82
2033;Alexsandra;F;81
2034;Amyah;F;81
2035;Angelita;F;81
2036;Becky;F;81
2037;Gabriele;F;81
2038;Hadassah;F;81
2039;Haileigh;F;81
2040;Kalina;F;81
2041;Kora;F;81
2042;Mckenzi;F;81
2043;Mildred;F;81
2044;Millie;F;81
2045;Sawyer;F;81
2046;Sela;F;81
2047;Selma;F;81
2048;Stormie;F;81
2049;Verenice;F;81
2050;Viktoria;F;81
2051;Vivianna;F;81
2052;Yara;F;81
31826;Aleksandra;F;81
31827;Angelena;F;81
31828;Egypt;F;81
31829;Elia;F;81
31830;Jayne;F;81
31831;Kalani;F;81
31832;Khadija;F;81
31833;Leeanna;F;81
31834;Rain;F;81
31835;Sheena;F;81
31836;Sierrah;F;81
31837;Sneha;F;81
31838;Stacia;F;81
62126;Anushka;F;81
62127;Ciana;F;81
62128;Consuelo;F;81
62129;Ema;F;81
62130;Gisela;F;81
62131;Hayle;F;81
62132;Josalyn;F;81
62133;Jourdan;F;81
62134;Kady;F;81
62135;Kelsy;F;81
62136;Rayanna;F;81
62137;Rosalia;F;81
62138;Rosanna;F;81
62139;Sabine;F;81
62140;Zaniya;F;81
62141;Zuri;F;81
92733;Abrielle;F;81
92734;Adyson;F;81
92735;Allana;F;81
92736;Chastity;F;81
92737;Cinthya;F;81
92738;Dalilah;F;81
92739;Danya;F;81
92740;Erykah;F;81
92741;Jesica;F;81
92742;Jewell;F;81
92743;Kaelynn;F;81
92744;Kalena;F;81
92745;Leana;F;81
92746;Liv;F;81
92747;Lorna;F;81
92748;Mai;F;81
92749;Myia;F;81
92750;Santana;F;81
92751;Shekinah;F;81
92752;Shriya;F;81
92753;Shyanna;F;81
92754;Stefani;F;81
92755;Tamiya;F;81
123961;Audrie;F;81
123962;Brigitte;F;81
123963;Davina;F;81
123964;Jakiya;F;81
123965;Jesica;F;81
123966;Jorden;F;81
123967;Keyona;F;81
123968;Shiann;F;81
123969;Siya;F;81
156051;Amayah;F;81
156052;Annamaria;F;81
156053;Calla;F;81
156054;Devan;F;81
156055;Emersyn;F;81
156056;Ines;F;81
156057;Isadora;F;81
156058;Janelly;F;81
156059;Jaydin;F;81
156060;Nakiyah;F;81
156061;Shaylin;F;81
156062;Taylee;F;81
156063;Vada;F;81
156064;Yoselyn;F;81
156065;Zahara;F;81
2053;Abbigayle;F;80
2054;Alba;F;80
2055;Anamaria;F;80
2056;Baileigh;F;80
2057;Brynna;F;80
2058;Caylie;F;80
2059;Fayth;F;80
2060;Giulia;F;80
2061;Jennyfer;F;80
2062;Jerica;F;80
2063;Jewell;F;80
2064;Joey;F;80
2065;Katalina;F;80
2066;Kaytlynn;F;80
2067;Kyanna;F;80
2068;Kyrah;F;80
2069;Lili;F;80
2070;Naudia;F;80
2071;Nour;F;80
2072;Rian;F;80
2073;Shamari;F;80
2074;Tytiana;F;80
31839;Bailie;F;80
31840;Carmella;F;80
31841;Carter;F;80
31842;Charis;F;80
31843;Ciana;F;80
31844;Desteny;F;80
31845;Dionna;F;80
31846;Jaimie;F;80
31847;Lilli;F;80
31848;Lorna;F;80
31849;Michell;F;80
31850;Mirian;F;80
31851;Myia;F;80
31852;Mykala;F;80
31853;Quincy;F;80
31854;Remi;F;80
31855;Yamile;F;80
62142;Aminah;F;80
62143;Bertha;F;80
62144;Briona;F;80
62145;Chanelle;F;80
62146;Jerica;F;80
62147;Karisma;F;80
62148;Malea;F;80
62149;Melannie;F;80
62150;Petra;F;80
62151;Sloan;F;80
62152;Tiarra;F;80
62153;Xitlaly;F;80
92756;Adalyn;F;80
92757;Andria;F;80
92758;Anijah;F;80
92759;Anja;F;80
92760;Chesney;F;80
92761;Elicia;F;80
92762;Frankie;F;80
92763;Indya;F;80
92764;Kaily;F;80
92765;Kala;F;80
92766;Kiyah;F;80
92767;Klarissa;F;80
92768;Loretta;F;80
92769;Nola;F;80
92770;Petra;F;80
92771;Taylar;F;80
92772;Torie;F;80
92773;Viktoria;F;80
92774;Yael;F;80
123970;Aneesa;F;80
123971;Annabell;F;80
123972;Aurelia;F;80
123973;Ayiana;F;80
123974;Braylee;F;80
123975;Cami;F;80
123976;Chassidy;F;80
123977;Dru;F;80
123978;Emmie;F;80
123979;Jenelle;F;80
123980;Jodie;F;80
123981;Johnna;F;80
123982;Jordin;F;80
123983;Karely;F;80
123984;Kyler;F;80
123985;Lane;F;80
123986;Madelynne;F;80
123987;Mandi;F;80
123988;Manuela;F;80
123989;Mildred;F;80
123990;Nashaly;F;80
123991;Ruthie;F;80
123992;Salena;F;80
123993;Skylee;F;80
156066;Allana;F;80
156067;Aminah;F;80
156068;Ashli;F;80
156069;Asiah;F;80
156070;Caylin;F;80
156071;Chanelle;F;80
156072;Clarisa;F;80
156073;Dajah;F;80
156074;Dasani;F;80
156075;Dasha;F;80
156076;Deandra;F;80
156077;Emiley;F;80
156078;Faigy;F;80
156079;Hannia;F;80
156080;Janely;F;80
156081;Jean;F;80
156082;Kaiden;F;80
156083;Kerry;F;80
156084;Margo;F;80
156085;Sneha;F;80
156086;Tyana;F;80
156087;Ysabella;F;80
156088;Zaniah;F;80
2075;Addyson;F;79
2076;Asiah;F;79
2077;Corrin;F;79
2078;Elliana;F;79
2079;Elora;F;79
2080;Emme;F;79
2081;Faigy;F;79
2082;Indya;F;79
2083;Kandace;F;79
2084;Macee;F;79
2085;Myka;F;79
2086;Neida;F;79
2087;Siara;F;79
31856;Aline;F;79
31857;Anaiya;F;79
31858;Araya;F;79
31859;Asiah;F;79
31860;Bayley;F;79
31861;Caley;F;79
31862;Eman;F;79
31863;Esha;F;79
31864;Ester;F;79
31865;Genna;F;79
31866;Jewell;F;79
31867;Karena;F;79
31868;Kristiana;F;79
31869;Lindy;F;79
31870;Lita;F;79
31871;Rheanna;F;79
31872;Rosalia;F;79
31873;Samanta;F;79
31874;Shaylyn;F;79
31875;Yara;F;79
31876;Zaida;F;79
62154;Caylin;F;79
62155;Divine;F;79
62156;Jenelle;F;79
62157;Kay;F;79
62158;Keyara;F;79
62159;Laci;F;79
62160;Madelynne;F;79
62161;Maha;F;79
62162;Neveah;F;79
62163;Patrice;F;79
62164;Raeann;F;79
62165;Safa;F;79
62166;Saniyah;F;79
62167;Shekinah;F;79
62168;Skylee;F;79
62169;Yesica;F;79
92775;Azul;F;79
92776;Cami;F;79
92777;Christal;F;79
92778;Dymond;F;79
92779;Emoni;F;79
92780;Flora;F;79
92781;Francisca;F;79
92782;Jaeden;F;79
92783;Kady;F;79
92784;Keyara;F;79
92785;Liyah;F;79
92786;Maliah;F;79
92787;Pricila;F;79
92788;Raylee;F;79
92789;Tenley;F;79
92790;Zuri;F;79
123994;Aleksandra;F;79
123995;Analicia;F;79
123996;Brayden;F;79
123997;Christianna;F;79
123998;Hayli;F;79
123999;Ida;F;79
124000;Kaily;F;79
124001;Keyara;F;79
124002;Kloey;F;79
124003;Kristi;F;79
124004;Malinda;F;79
124005;Raylee;F;79
124006;Therese;F;79
156089;Ameerah;F;79
156090;Angelita;F;79
156091;Arrianna;F;79
156092;Blythe;F;79
156093;Charleigh;F;79
156094;Elektra;F;79
156095;Elvira;F;79
156096;Infant;F;79
156097;Jakyra;F;79
156098;Jalen;F;79
156099;Jamila;F;79
156100;Kaira;F;79
156101;Kamaya;F;79
156102;Kristyn;F;79
156103;Maira;F;79
156104;Monserrath;F;79
156105;Ravyn;F;79
156106;Rihanna;F;79
156107;Shriya;F;79
2088;Alexzandria;F;78
2089;Arlette;F;78
2090;Dezirae;F;78
2091;Halli;F;78
2092;Kimora;F;78
2093;Lane;F;78
2094;Madaline;F;78
2095;Mila;F;78
2096;Nada;F;78
2097;Pooja;F;78
2098;Ramona;F;78
2099;Trinidy;F;78
31877;Adelyn;F;78
31878;Cienna;F;78
31879;Dennise;F;78
31880;Eloise;F;78
31881;Elvira;F;78
31882;Kaycie;F;78
31883;Kyanna;F;78
31884;Nylah;F;78
31885;Ramona;F;78
31886;Samia;F;78
31887;Sunshine;F;78
62170;Abigael;F;78
62171;Adelyn;F;78
62172;Aiden;F;78
62173;Amariah;F;78
62174;Baila;F;78
62175;Carmela;F;78
62176;Clarisa;F;78
62177;Gianni;F;78
62178;Gracee;F;78
62179;Janel;F;78
62180;Jessa;F;78
62181;Kaily;F;78
62182;Lamya;F;78
62183;Lora;F;78
62184;Macee;F;78
62185;Ramona;F;78
92791;Alaysha;F;78
92792;Alesha;F;78
92793;Anayeli;F;78
92794;Ashlynne;F;78
92795;Baila;F;78
92796;Briona;F;78
92797;Deandra;F;78
92798;Deonna;F;78
92799;Idaly;F;78
92800;Jacinda;F;78
92801;Jeniffer;F;78
92802;Kimberley;F;78
92803;Lakayla;F;78
92804;Madelynne;F;78
92805;Makaylee;F;78
92806;Makhia;F;78
92807;Mariella;F;78
92808;Nadiya;F;78
92809;Nala;F;78
92810;Rebeka;F;78
92811;Sloan;F;78
92812;Sunshine;F;78
92813;Tristyn;F;78
92814;Vianca;F;78
92815;Yara;F;78
124007;Alisia;F;78
124008;Ashli;F;78
124009;Cady;F;78
124010;Chayse;F;78
124011;Christie;F;78
124012;Devorah;F;78
124013;Emelyn;F;78
124014;Emoni;F;78
124015;Faigy;F;78
124016;Jailene;F;78
124017;Jamaria;F;78
124018;Janel;F;78
124019;Karisma;F;78
124020;Kendyll;F;78
124021;Lanaya;F;78
124022;Macee;F;78
124023;Melaina;F;78
124024;Sedona;F;78
124025;Semaj;F;78
124026;Shakayla;F;78
124027;Shaye;F;78
124028;Suzette;F;78
124029;Tracey;F;78
156108;Ariela;F;78
156109;Brigitte;F;78
156110;Brynne;F;78
156111;Corrine;F;78
156112;Della;F;78
156113;Ela;F;78
156114;Julian;F;78
156115;Karisma;F;78
156116;Kyrie;F;78
156117;Lizzie;F;78
156118;Nivea;F;78
156119;Rori;F;78
156120;Samiah;F;78
156121;Shanelle;F;78
156122;Shivani;F;78
156123;Stormie;F;78
156124;Yesica;F;78
2100;Aditi;F;77
2101;Alaya;F;77
2102;Arriana;F;77
2103;Aubry;F;77
2104;Brigitte;F;77
2105;Brinley;F;77
2106;Chantelle;F;77
2107;Clarisa;F;77
2108;Elicia;F;77
2109;Holli;F;77
2110;Ines;F;77
2111;Kaira;F;77
2112;Kera;F;77
2113;Kyler;F;77
2114;Lilli;F;77
2115;Mandi;F;77
2116;Marah;F;77
2117;Matilda;F;77
2118;Mirella;F;77
2119;Shaniyah;F;77
31888;Allissa;F;77
31889;Amyah;F;77
31890;Arin;F;77
31891;Cadence;F;77
31892;Chelsy;F;77
31893;Chesney;F;77
31894;Cosette;F;77
31895;Cyan;F;77
31896;Emiley;F;77
31897;Graci;F;77
31898;Jamison;F;77
31899;Jennyfer;F;77
31900;Kasie;F;77
31901;Kodi;F;77
31902;Lilyana;F;77
31903;Mandi;F;77
31904;Marcia;F;77
31905;Markayla;F;77
31906;Nalleli;F;77
31907;Noemy;F;77
31908;Pricila;F;77
31909;Raeann;F;77
31910;Storm;F;77
31911;Thania;F;77
31912;Trinidy;F;77
62186;Anyah;F;77
62187;Audrie;F;77
62188;Breona;F;77
62189;Bryce;F;77
62190;Catelyn;F;77
62191;Deonna;F;77
62192;Enya;F;77
62193;Jordynn;F;77
62194;Kiran;F;77
62195;Korina;F;77
62196;Leana;F;77
62197;Mickayla;F;77
62198;Nayelli;F;77
62199;Nicolle;F;77
62200;Richelle;F;77
62201;Shaylyn;F;77
62202;Sianna;F;77
62203;Sterling;F;77
92816;Alyna;F;77
92817;Anamaria;F;77
92818;Bethanie;F;77
92819;Chloee;F;77
92820;Ellianna;F;77
92821;Emiley;F;77
92822;Jacelyn;F;77
92823;Jovana;F;77
92824;Kaniyah;F;77
92825;Keilani;F;77
92826;Kelci;F;77
92827;Leslye;F;77
92828;Manuela;F;77
92829;Shanti;F;77
92830;Yadhira;F;77
124030;Alyna;F;77
124031;Ashia;F;77
124032;Brooklynne;F;77
124033;Damya;F;77
124034;Elijah;F;77
124035;Ellery;F;77
124036;Estephanie;F;77
124037;Honey;F;77
124038;Jean;F;77
124039;Joceline;F;77
124040;Kadie;F;77
124041;Kalena;F;77
124042;Karsen;F;77
124043;Kaydee;F;77
124044;Kimber;F;77
124045;Mekayla;F;77
124046;Melodie;F;77
124047;Parris;F;77
124048;Riana;F;77
124049;Tamiyah;F;77
124050;Tytiana;F;77
124051;Zayda;F;77
156125;Alexzandria;F;77
156126;Amaia;F;77
156127;Amethyst;F;77
156128;Aminata;F;77
156129;Aneesa;F;77
156130;Angelie;F;77
156131;Babygirl;F;77
156132;Bridgett;F;77
156133;Daja;F;77
156134;Emelyn;F;77
156135;Janyah;F;77
156136;Joie;F;77
156137;Karson;F;77
156138;Khadijah;F;77
156139;Kristian;F;77
156140;Kyrsten;F;77
156141;Lakayla;F;77
156142;Marleigh;F;77
156143;Meera;F;77
156144;Merissa;F;77
156145;Naiya;F;77
156146;Oriana;F;77
156147;Rebeka;F;77
156148;Riana;F;77
156149;Rochel;F;77
156150;Tierney;F;77
156151;Tonya;F;77
156152;Vianca;F;77
156153;Yana;F;77
156154;Zoee;F;77
2120;Ajah;F;76
2121;Alanah;F;76
2122;Becca;F;76
2123;Chandra;F;76
2124;Chole;F;76
2125;Chrystal;F;76
2126;Cienna;F;76
2127;Elexus;F;76
2128;Estephanie;F;76
2129;Giuliana;F;76
2130;Jamesha;F;76
2131;Kaelynn;F;76
2132;Karmen;F;76
